21:15:50: Account aaa has been created.
03:11:22: Map #4: Dalster : Call SetRes(CurResX, CurResY, CurCoulCall SetRes(CurResX, CurResY, CurCoulCall SetRes(CurResX, CurResY, CurCoul)
03:11:38: Map #4: Dalster : Call SetRes(CurResX,Call SetRes(CurRCall SetRes(CurResX, CurResY, CurCoul)Call SetRes(CurResX, CurResY, CurCoul)
03:12:17: aaa has logged in from 127.0.0.1.
03:12:19: aaa/Gilei has began playing Belat.
03:54:16: aaa has logged in from 127.0.0.1.
03:54:21: Character deleted on aaa's account.
03:54:53: Character Marvy added to aaa's account.
03:55:15: aaa has logged in from 127.0.0.1.
03:55:18: aaa/Marvy has began playing Belat.
04:09:57: aaa has logged in from 127.0.0.1.
04:10:01: Character deleted on aaa's account.
04:10:11: Character Marvy added to aaa's account.
04:10:14: aaa/Marvy has began playing Belat.
04:39:10: aaa has logged in from 127.0.0.1.
04:39:16: Character deleted on aaa's account.
04:39:27: Character Marvy added to aaa's account.
04:39:30: aaa/Marvy has began playing Belat.
04:43:34: aaa has logged in from 127.0.0.1.
04:43:36: aaa/Marvy has began playing Belat.
04:43:48: Map #2: Marvy : "fdsfds
01:56:47: aaa has logged in from 127.0.0.1.
01:56:52: aaa/Gilei has began playing Belat.
04:20:16: aaa has logged in from 127.0.0.1.
04:20:19: aaa/Gilei has began playing Belat.
04:33:18: aaa has logged in from 127.0.0.1.
04:33:21: aaa/Gilei has began playing Belat.
04:39:43: aaa has logged in from 127.0.0.1.
04:39:45: aaa/Gilei has began playing Belat.
04:47:40: aaa has logged in from 127.0.0.1.
04:47:42: aaa/Gilei has began playing Belat.
05:07:05: aaa has logged in from 127.0.0.1.
05:07:07: aaa/Gilei has began playing Belat.
05:07:21: aaa has logged in from 127.0.0.1.
05:07:22: aaa/DEV Gileijah has began playing Belat.
05:08:06: aaa has logged in from 127.0.0.1.
05:08:08: aaa/DEV Gileijah has began playing Belat.
03:45:47: aaa has logged in from 127.0.0.1.
03:45:52: aaa/Gilei has began playing Belat.
03:46:41: aaa has logged in from 127.0.0.1.
03:46:43: aaa/DEV Gileijah has began playing Belat.
22:55:18: aaa has logged in from 127.0.0.1.
22:55:23: aaa/Gilei has began playing Belat.
23:02:59: aaa has logged in from 127.0.0.1.
23:03:00: aaa/Gilei has began playing Belat.
17:04:23: aaa has logged in from 127.0.0.1.
17:04:26: aaa/Gilei has began playing Belat.
23:32:14: aaa has logged in from 127.0.0.1.
23:32:16: aaa/Gilei has began playing Belat.
23:35:31: aaa has logged in from 127.0.0.1.
23:35:33: aaa/Gilei has began playing Belat.
23:40:41: aaa has logged in from 127.0.0.1.
23:40:42: aaa/Gilei has began playing Belat.
23:41:18: aaa has logged in from 127.0.0.1.
23:41:20: aaa/Gilei has began playing Belat.
23:42:20: aaa has logged in from 127.0.0.1.
23:42:22: aaa/Gilei has began playing Belat.
23:57:23: aaa has logged in from 127.0.0.1.
23:57:25: aaa/Gilei has began playing Belat.
18:00:02: aaa has logged in from 127.0.0.1.
18:00:06: aaa/Gilei has began playing Belat.
18:02:34: aaa has logged in from 127.0.0.1.
18:02:36: aaa/Gilei has began playing Belat.
18:06:20: aaa has logged in from 127.0.0.1.
18:06:24: aaa/Gilei has began playing Belat.
18:25:52: aaa has logged in from 127.0.0.1.
18:25:54: aaa/Gilei has began playing Belat.
21:23:12: aaa has logged in from 127.0.0.1.
21:23:15: aaa/Gilei has began playing Belat.
22:37:49: aaa has logged in from 127.0.0.1.
22:37:51: aaa/Gilei has began playing Belat.
22:46:31: aaa has logged in from 127.0.0.1.
22:46:34: aaa/Gilei has began playing Belat.
22:57:41: aaa has logged in from 127.0.0.1.
22:57:43: aaa/Gilei has began playing Belat.
23:24:16: aaa has logged in from 127.0.0.1.
23:24:18: aaa/Gilei has began playing Belat.
01:34:35: aaa has logged in from 127.0.0.1.
01:34:38: aaa/Gilei has began playing Belat.
02:08:51: Map #12: Gilei : hgfhfh
02:08:59: Map #12: Gilei : tjabba grabben!
02:09:04: Map #12: Gilei : hur e laget?
02:09:20: Map #12: Gilei : selling stuff!!!!
02:09:28: Map #12: Gilei : weeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee!
02:09:35: Map #12: Gilei : rewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
02:09:43: Map #12: Gilei : rvwevrwr vrwevrwer
02:09:51: Map #12: Gilei : vrevrwre rvewkrlw rvewkrrvwe
02:10:05: Map #12: Gilei : rvrvkl jklrwhj rvwhrj hvrewvgr hvgrwe vrgwehj vrg
04:20:38: aaa has logged in from 127.0.0.1.
04:20:40: aaa/Gilei has began playing Belat.
01:50:02: aaa has logged in from 127.0.0.1.
01:50:05: aaa/Gilei has began playing Belat.
20:54:55: aaa has logged in from 127.0.0.1.
20:54:59: aaa/Gilei has began playing Belat.
21:10:16: aaa has logged in from 127.0.0.1.
21:10:19: aaa/Gilei has began playing Belat.
21:11:53: aaa has logged in from 127.0.0.1.
21:11:55: aaa/Gilei has began playing Belat.
21:14:24: aaa has logged in from 127.0.0.1.
21:14:26: aaa/Gilei has began playing Belat.
21:24:51: aaa has logged in from 127.0.0.1.
21:24:53: aaa/Gilei has began playing Belat.
21:36:09: aaa has logged in from 127.0.0.1.
21:36:11: aaa/Gilei has began playing Belat.
21:48:36: aaa has logged in from 127.0.0.1.
21:48:38: aaa/Gilei has began playing Belat.
21:49:33: aaa has logged in from 127.0.0.1.
21:49:35: aaa/Gilei has began playing Belat.
21:51:05: aaa has logged in from 127.0.0.1.
21:51:07: aaa/Gilei has began playing Belat.
22:05:23: aaa has logged in from 127.0.0.1.
22:05:26: aaa/Gilei has began playing Belat.
22:11:41: aaa has logged in from 127.0.0.1.
22:11:44: aaa/Gilei has began playing Belat.
22:15:54: aaa has logged in from 127.0.0.1.
22:15:56: aaa/Gilei has began playing Belat.
22:17:17: aaa has logged in from 127.0.0.1.
22:17:20: aaa/Gilei has began playing Belat.
22:23:53: aaa has logged in from 127.0.0.1.
22:23:55: aaa/Gilei has began playing Belat.
22:30:22: aaa has logged in from 127.0.0.1.
22:30:25: aaa/Gilei has began playing Belat.
22:30:51: aaa has logged in from 127.0.0.1.
22:30:53: aaa/Gilei has began playing Belat.
22:31:16: aaa has logged in from 127.0.0.1.
22:31:18: aaa/Gilei has began playing Belat.
22:35:03: aaa has logged in from 127.0.0.1.
22:35:05: aaa/Gilei has began playing Belat.
22:37:58: aaa has logged in from 127.0.0.1.
22:38:01: aaa/Gilei has began playing Belat.
22:38:29: aaa has logged in from 127.0.0.1.
22:38:31: aaa/Gilei has began playing Belat.
22:48:55: aaa has logged in from 127.0.0.1.
22:48:57: aaa/Gilei has began playing Belat.
22:52:29: aaa has logged in from 127.0.0.1.
22:52:31: aaa/Gilei has began playing Belat.
23:08:29: aaa has logged in from 127.0.0.1.
23:08:31: aaa/Gilei has began playing Belat.
23:28:24: aaa has logged in from 127.0.0.1.
23:28:26: aaa/Gilei has began playing Belat.
23:44:48: aaa has logged in from 127.0.0.1.
23:45:22: aaa has logged in from 127.0.0.1.
23:45:24: aaa/Gilei has began playing Belat.
23:46:25: aaa has logged in from 127.0.0.1.
23:46:28: aaa/Gilei has began playing Belat.
23:52:24: aaa has logged in from 127.0.0.1.
23:52:27: aaa/Gilei has began playing Belat.
23:53:51: aaa has logged in from 127.0.0.1.
23:53:54: aaa/Gilei has began playing Belat.
00:03:08: aaa has logged in from 127.0.0.1.
00:03:10: aaa/Gilei has began playing Belat.
00:35:12: aaa has logged in from 127.0.0.1.
00:35:14: aaa/Gilei has began playing Belat.
00:42:20: aaa has logged in from 127.0.0.1.
00:42:23: aaa/Gilei has began playing Belat.
00:45:41: aaa has logged in from 127.0.0.1.
00:45:43: aaa/Gilei has began playing Belat.
00:55:07: aaa has logged in from 127.0.0.1.
00:55:09: aaa/Gilei has began playing Belat.
00:58:48: aaa has logged in from 127.0.0.1.
00:58:50: aaa/Gilei has began playing Belat.
00:59:28: aaa has logged in from 127.0.0.1.
00:59:30: aaa/Gilei has began playing Belat.
00:59:46: aaa has logged in from 127.0.0.1.
00:59:48: aaa/Gilei has began playing Belat.
01:26:44: aaa has logged in from 127.0.0.1.
01:26:45: aaa/Gilei has began playing Belat.
01:30:26: aaa has logged in from 127.0.0.1.
01:30:27: aaa/Gilei has began playing Belat.
01:32:34: aaa has logged in from 127.0.0.1.
01:32:36: aaa/Gilei has began playing Belat.
01:33:48: aaa has logged in from 127.0.0.1.
01:33:51: aaa/Gilei has began playing Belat.
01:44:47: aaa has logged in from 127.0.0.1.
01:44:49: aaa/Gilei has began playing Belat.
03:28:56: aaa has logged in from 127.0.0.1.
03:28:58: aaa/Gilei has began playing Belat.
03:30:20: aaa has logged in from 127.0.0.1.
03:30:22: aaa/Gilei has began playing Belat.
03:32:47: aaa has logged in from 127.0.0.1.
03:32:49: aaa/Gilei has began playing Belat.
04:06:59: aaa has logged in from 127.0.0.1.
04:07:01: aaa/Gilei has began playing Belat.
04:11:53: aaa has logged in from 127.0.0.1.
04:11:55: aaa/Gilei has began playing Belat.
04:12:13: aaa has logged in from 127.0.0.1.
04:12:15: aaa/Gilei has began playing Belat.
04:16:42: aaa has logged in from 127.0.0.1.
04:16:44: aaa/Gilei has began playing Belat.
04:22:01: aaa has logged in from 127.0.0.1.
04:22:03: aaa/Gilei has began playing Belat.
04:31:32: aaa has logged in from 127.0.0.1.
04:31:35: aaa/Gilei has began playing Belat.
04:32:52: aaa has logged in from 127.0.0.1.
04:32:55: aaa/Gilei has began playing Belat.
04:36:32: aaa has logged in from 127.0.0.1.
04:36:34: aaa/Gilei has began playing Belat.
04:54:27: aaa has logged in from 127.0.0.1.
04:54:29: aaa/Gilei has began playing Belat.
04:55:31: aaa has logged in from 127.0.0.1.
04:55:34: aaa/Gilei has began playing Belat.
04:57:18: aaa has logged in from 127.0.0.1.
04:57:20: aaa/Gilei has began playing Belat.
04:59:53: aaa has logged in from 127.0.0.1.
04:59:56: aaa/Gilei has began playing Belat.
05:02:37: aaa has logged in from 127.0.0.1.
05:02:39: aaa/Gilei has began playing Belat.
05:03:11: aaa has logged in from 127.0.0.1.
05:03:13: aaa/Gilei has began playing Belat.
05:03:32: aaa has logged in from 127.0.0.1.
05:03:34: aaa/Gilei has began playing Belat.
05:11:15: aaa has logged in from 127.0.0.1.
05:11:17: aaa/Gilei has began playing Belat.
05:11:40: aaa has logged in from 127.0.0.1.
05:11:43: aaa/Gilei has began playing Belat.
05:15:05: aaa has logged in from 127.0.0.1.
05:15:07: aaa/Gilei has began playing Belat.
05:24:57: aaa has logged in from 127.0.0.1.
05:25:00: aaa/Gilei has began playing Belat.
05:28:35: Map #2: Gilei ------
05:29:57: aaa has logged in from 127.0.0.1.
05:29:59: aaa/Gilei has began playing Belat.
05:35:38: aaa has logged in from 127.0.0.1.
05:35:40: aaa/Gilei has began playing Belat.
02:15:01: aaa has logged in from 127.0.0.1.
02:15:04: aaa/Gilei has began playing Belat.
02:17:16: aaa has logged in from 127.0.0.1.
02:17:17: aaa/Gilei has began playing Belat.
02:18:33: aaa has logged in from 127.0.0.1.
02:18:35: aaa/Gilei has began playing Belat.
02:26:12: aaa has logged in from 127.0.0.1.
02:26:14: aaa/Gilei has began playing Belat.
02:29:37: aaa has logged in from 127.0.0.1.
02:29:40: aaa/Gilei has began playing Belat.
02:32:32: aaa has logged in from 127.0.0.1.
02:32:35: aaa/Gilei has began playing Belat.
02:36:58: aaa has logged in from 127.0.0.1.
02:37:00: aaa/Gilei has began playing Belat.
02:37:26: aaa has logged in from 127.0.0.1.
02:37:28: aaa/Gilei has began playing Belat.
02:38:40: aaa has logged in from 127.0.0.1.
02:38:42: aaa/Gilei has began playing Belat.
02:39:11: aaa has logged in from 127.0.0.1.
02:39:13: aaa/Gilei has began playing Belat.
02:42:09: aaa has logged in from 127.0.0.1.
02:42:11: aaa/Gilei has began playing Belat.
02:51:40: aaa has logged in from 127.0.0.1.
02:51:42: aaa/Gilei has began playing Belat.
02:54:45: aaa has logged in from 127.0.0.1.
02:54:47: aaa/Gilei has began playing Belat.
02:57:17: aaa has logged in from 127.0.0.1.
02:57:19: aaa/Gilei has began playing Belat.
02:57:39: aaa has logged in from 127.0.0.1.
02:57:41: aaa/Gilei has began playing Belat.
03:03:10: aaa has logged in from 127.0.0.1.
03:03:12: aaa/Gilei has began playing Belat.
03:04:43: aaa has logged in from 127.0.0.1.
03:04:45: aaa/Gilei has began playing Belat.
03:09:42: aaa has logged in from 127.0.0.1.
03:09:44: aaa/Gilei has began playing Belat.
03:10:58: aaa has logged in from 127.0.0.1.
03:11:00: aaa/Gilei has began playing Belat.
03:27:34: aaa has logged in from 127.0.0.1.
03:27:36: aaa/Gilei has began playing Belat.
03:29:38: aaa has logged in from 127.0.0.1.
03:29:40: aaa/Gilei has began playing Belat.
03:38:28: aaa has logged in from 127.0.0.1.
03:38:30: aaa/Gilei has began playing Belat.
03:56:37: aaa has logged in from 127.0.0.1.
03:56:39: aaa/Gilei has began playing Belat.
04:02:50: aaa has logged in from 127.0.0.1.
04:02:52: aaa/Gilei has began playing Belat.
04:07:20: aaa has logged in from 127.0.0.1.
04:07:23: aaa/Gilei has began playing Belat.
04:45:42: aaa has logged in from 127.0.0.1.
04:45:44: aaa/Gilei has began playing Belat.
04:48:06: aaa has logged in from 127.0.0.1.
04:48:09: aaa/Gilei has began playing Belat.
04:54:57: aaa has logged in from 127.0.0.1.
04:54:59: aaa/Gilei has began playing Belat.
05:02:15: aaa has logged in from 127.0.0.1.
05:02:17: aaa/Gilei has began playing Belat.
05:23:21: aaa has logged in from 127.0.0.1.
05:23:23: aaa/Gilei has began playing Belat.
05:24:37: aaa has logged in from 127.0.0.1.
05:24:38: aaa/Gilei has began playing Belat.
05:25:34: aaa has logged in from 127.0.0.1.
05:25:37: aaa/Gilei has began playing Belat.
05:25:56: aaa has logged in from 127.0.0.1.
05:25:59: aaa/Gilei has began playing Belat.
05:27:40: aaa has logged in from 127.0.0.1.
05:27:42: aaa/Gilei has began playing Belat.
05:29:08: aaa has logged in from 127.0.0.1.
05:29:10: aaa/Gilei has began playing Belat.
05:29:32: aaa has logged in from 127.0.0.1.
05:29:34: aaa/Gilei has began playing Belat.
05:31:06: aaa has logged in from 127.0.0.1.
05:31:08: aaa/Gilei has began playing Belat.
05:34:55: aaa has logged in from 127.0.0.1.
05:34:57: aaa/Gilei has began playing Belat.
05:36:25: aaa has logged in from 127.0.0.1.
05:36:28: aaa/Gilei has began playing Belat.
05:37:55: aaa has logged in from 127.0.0.1.
05:37:57: aaa/Gilei has began playing Belat.
05:40:51: aaa has logged in from 127.0.0.1.
05:40:53: aaa/Gilei has began playing Belat.
05:43:23: aaa has logged in from 127.0.0.1.
05:43:25: aaa/Gilei has began playing Belat.
05:44:50: aaa has logged in from 127.0.0.1.
05:44:52: aaa/Gilei has began playing Belat.
05:47:35: aaa has logged in from 127.0.0.1.
05:47:37: aaa/Gilei has began playing Belat.
05:51:44: aaa has logged in from 127.0.0.1.
05:51:46: aaa/Gilei has began playing Belat.
05:52:07: aaa has logged in from 127.0.0.1.
05:52:12: aaa/Gilei has began playing Belat.
05:52:51: aaa has logged in from 127.0.0.1.
05:52:53: aaa/Gilei has began playing Belat.
14:19:09: aaa has logged in from 127.0.0.1.
14:19:16: aaa/Gilei has began playing Belat.
14:21:52: aaa has logged in from 127.0.0.1.
14:21:54: aaa/Gilei has began playing Belat.
14:28:42: aaa has logged in from 127.0.0.1.
14:28:44: aaa/Gilei has began playing Belat.
14:30:46: aaa has logged in from 127.0.0.1.
14:30:50: aaa/Gilei has began playing Belat.
14:41:58: aaa has logged in from 127.0.0.1.
14:42:00: aaa/Gilei has began playing Belat.
14:47:55: aaa has logged in from 127.0.0.1.
14:47:58: aaa/Gilei has began playing Belat.
14:51:39: aaa has logged in from 127.0.0.1.
14:51:41: aaa/Gilei has began playing Belat.
15:06:38: aaa has logged in from 127.0.0.1.
15:06:40: aaa/Gilei has began playing Belat.
15:12:13: aaa has logged in from 127.0.0.1.
15:12:15: aaa/Gilei has began playing Belat.
15:15:51: aaa has logged in from 127.0.0.1.
15:15:53: aaa/Gilei has began playing Belat.
15:21:39: aaa has logged in from 127.0.0.1.
15:21:41: aaa/Gilei has began playing Belat.
15:26:20: aaa has logged in from 127.0.0.1.
15:26:22: aaa/Gilei has began playing Belat.
15:31:23: aaa has logged in from 127.0.0.1.
15:31:26: aaa/Gilei has began playing Belat.
15:39:31: aaa has logged in from 127.0.0.1.
15:39:33: aaa/Gilei has began playing Belat.
15:52:19: aaa has logged in from 127.0.0.1.
15:52:21: aaa/Gilei has began playing Belat.
16:07:26: aaa has logged in from 127.0.0.1.
16:07:29: aaa/Gilei has began playing Belat.
16:21:19: aaa has logged in from 127.0.0.1.
16:21:21: aaa/Gilei has began playing Belat.
16:24:30: aaa has logged in from 127.0.0.1.
16:24:33: aaa/Gilei has began playing Belat.
16:31:23: aaa has logged in from 127.0.0.1.
16:31:25: aaa/Gilei has began playing Belat.
17:15:11: aaa has logged in from 127.0.0.1.
17:15:12: aaa/Gilei has began playing Belat.
17:16:33: aaa has logged in from 127.0.0.1.
17:16:35: aaa/Gilei has began playing Belat.
17:55:24: aaa has logged in from 127.0.0.1.
17:55:25: aaa/Gilei has began playing Belat.
17:57:01: aaa has logged in from 127.0.0.1.
17:57:04: aaa/Gilei has began playing Belat.
17:57:52: aaa has logged in from 127.0.0.1.
17:57:55: aaa/Gilei has began playing Belat.
18:01:53: aaa has logged in from 127.0.0.1.
18:01:55: aaa/Gilei has began playing Belat.
18:04:21: aaa has logged in from 127.0.0.1.
18:04:22: aaa/Gilei has began playing Belat.
18:04:39: aaa has logged in from 127.0.0.1.
18:04:41: aaa/Gilei has began playing Belat.
18:07:22: aaa has logged in from 127.0.0.1.
18:07:23: aaa/Gilei has began playing Belat.
18:07:52: aaa has logged in from 127.0.0.1.
18:07:54: aaa/Gilei has began playing Belat.
18:29:52: aaa has logged in from 127.0.0.1.
18:30:48: aaa has logged in from 127.0.0.1.
18:32:16: aaa has logged in from 127.0.0.1.
18:32:18: aaa/Gilei has began playing Belat.
18:34:00: aaa has logged in from 127.0.0.1.
18:34:02: aaa/Gilei has began playing Belat.
18:37:43: aaa has logged in from 127.0.0.1.
18:38:33: aaa has logged in from 127.0.0.1.
18:38:35: aaa/Gilei has began playing Belat.
18:40:28: aaa has logged in from 127.0.0.1.
18:40:30: aaa/Gilei has began playing Belat.
18:58:36: aaa has logged in from 127.0.0.1.
18:58:38: aaa/Gilei has began playing Belat.
19:11:09: aaa has logged in from 127.0.0.1.
19:11:11: aaa/Gilei has began playing Belat.
